date,sma_10,volatility_50,price_to_sma_5,distance_to_sma_5,sma_5,price_to_sma_10,distance_to_sma_10,momentum_10,log_momentum_10,price,log_price,sma_20,rsi_14,price_to_sma_20,distance_to_sma_20
2020-01-01,,,,,,,,,,101.04889100241274,4.615604469048316,,,,
2020-01-02,,,,,,,,,,100.94623928118654,4.61458809078297,,,,
2020-01-03,,,,,,,,,,102.32204621118596,4.628125155225298,,,,
2020-01-04,,,,,,,,,,105.70206089826752,4.660624390304541,,,,
2020-01-05,,,1.0241888137563393,0.024188813756339203,103.12844805400285,,,,,105.62300287696142,4.659876177824848,,,,
2020-01-06,,,1.0118923854487407,0.011892385448740817,103.95741272248779,,,,,105.19371434483745,4.6558035489447445,,,,
2020-01-07,,,1.029494526016096,0.02949452601609595,105.48803598827385,,,,,108.59935561011686,4.6876654738737304,,,,
2020-01-08,,,1.0330501198530029,0.033050119853002824,107.16498735154937,,,,,110.70680302756361,4.706885292456537,,,,
2020-01-09,,,1.0179806073006585,0.017980607300658515,108.01626849132609,,,,,109.95846659715112,4.7001027181029675,,,,
2020-01-10,106.12594669404402,,1.018652652969673,0.01865265296967287,109.12344533408518,1.0474242214415541,0.047424221441554164,,,111.15888709075693,4.710960593046179,,,,
2020-01-11,107.05391508608366,,1.0016174017062724,0.0016174017062724078,110.15041744967957,1.0305888844335345,0.030588884433534535,0.09183360478617208,0.0878584891427849,110.3285749228093,4.703462958191101,,,,
2020-01-12,107.88915055489626,,0.9910085341520074,-0.008991465847992559,110.2902651215187,1.0130638104681258,0.013063810468125846,0.08274062260863868,0.07949544035806747,109.29859396931252,4.694083531141037,,,,
2020-01-13,108.63704734880653,,0.9972019281310959,-0.002798071868904182,110.10910734606367,1.010714271327209,0.010714271327208978,0.07309243917646491,0.0705446101489028,109.8010141502885,4.698669765374201,,,,
2020-01-14,108.64681159256395,,0.9681759192679532,-0.03182408073204675,109.2773546938018,0.9737948291810059,-0.026205170818994115,0.0009237515025197762,0.0009233251066695734,105.79970333584174,4.661547715411211,,62.37661950628757,,
2020-01-15,108.27481848748414,,0.9485868415294563,-0.0514131584705437,107.4261916408831,0.9411520910371484,-0.05884790896285168,-0.03521894804611192,-0.035854092553347504,101.90307182616338,4.6240220852715,,51.84973135226736,,
2020-01-16,107.80093537159185,,0.9526173423738162,-0.047382657626183815,105.45145329350412,0.9318553947574261,-0.06814460524257393,-0.04504861519946424,-0.046094845765184946,100.4548831859145,4.609708703179559,,48.99455913681543,,
2020-01-17,106.77770268401522,,0.9525676186516718,-0.04743238134832818,103.26514024651173,0.9212319263455767,-0.07876807365442333,-0.09422088020946817,-0.09895979980320505,98.3670287343506,4.588705674070526,,42.13617463485564,,
2020-01-18,105.59174263676911,,0.9779649856072318,-0.022035014392768282,101.07437792747456,0.9361262546365252,-0.06387374536347482,-0.10712621219409857,-0.11331004313815989,98.84720255510256,4.593575249318377,,34.59379150503092,,
2020-01-19,104.31410713070923,,0.9781708176406019,-0.02182918235939808,99.35085956761664,0.9316296156835201,-0.0683703843164799,-0.11619255393408656,-0.12351606126338065,97.18211153655218,4.576586656839587,,32.29166126894506,,
2020-01-20,102.6361945319491,,0.9645726005592932,-0.03542739944070679,97.84619742301511,0.9195563176670264,-0.08044368233297365,-0.1509472290227386,-0.1636339379743276,94.3797611031557,4.547326655071852,104.38107061299657,29.367535328242212,0.904184643335172,-0.09581535666482803
2020-01-21,101.30030707078595,,0.9981527319914726,-0.0018472680085274162,97.14916084806778,0.9572498160683562,-0.04275018393164372,-0.12108263540046527,-0.1290643964107421,96.96970031117786,4.574398561780359,104.17711107843482,27.09837390608581,0.9308157934824042,-0.06918420651759588
2020-01-22,100.05653020835318,,1.000133251955928,0.00013325195592796436,96.84792017019464,0.9680610065458625,-0.031938993454137525,-0.11379623627930446,-0.12080837319270908,96.86082534498487,4.573275157948328,103.97284038162472,20.404314082156205,0.9315973766751421,-0.06840262332485786
2020-01-23,98.78115709158737,,1.0057970638469025,0.0057970638469024135,96.48793625570019,0.9824473193065614,-0.01755268069343868,-0.11615312723980564,-0.1234714522084681,97.04728298263034,4.575198313165733,103.70910222019695,21.723214950477583,0.9357643727025798,-0.06423562729742013
2020-01-24,97.64155986550395,,0.9840665790029295,-0.01593342099707048,95.93226016339125,0.966839644973345,-0.03316035502665509,-0.10771270524889731,-0.11396711894115703,94.40373107500744,4.547580596470054,103.14418572903394,15.486217283574405,0.9152598414321851,-0.08474015856781497
2020-01-25,96.7700260663806,,0.9738110573305083,-0.02618894266949166,95.69385470974608,0.9629813861061337,-0.03701861389386632,-0.08552576320860106,-0.08940598345466907,93.18773383492987,4.534616101816831,102.52242227693236,15.24399960421978,0.9089497864497609,-0.09105021355023916
2020-01-26,96.05829782162448,,0.9828379690328278,-0.017162030967172174,94.96743479518118,0.9716766053014669,-0.028323394698533025,-0.07085053729432922,-0.07348566752700358,93.33760073835337,4.536223035652555,101.92961659660816,16.438477777645517,0.9157063850023283,-0.08429361499767177
2020-01-27,95.35066374840441,,0.9726944455458513,-0.027305554454148763,93.85340732661419,0.9574205822314222,-0.04257941776857776,-0.0719381364187689,-0.07465688507599444,91.29068800214992,4.514048788994531,101.06418321620981,13.451844145316954,0.9032941750179572,-0.09670582498204279
2020-01-28,94.64978115455821,,0.9895137120406056,-0.01048628795939446,92.8116260534162,0.9702967666314316,-0.029703233368568366,-0.07090565799831339,-0.07354499311588564,91.83837661664045,4.520030256202491,100.12076189566366,18.080485995850907,0.9172760462245151,-0.08272395377548496
2020-01-29,94.01739464552551,,0.98649024415269,-0.013509755847310002,92.10252912765978,0.9663982584157843,-0.033601741584215736,-0.06507231619420317,-0.06728609620782652,90.85824644622534,4.509300560631761,99.16575088811736,20.86271283630748,0.916226072333533,-0.08377392766646692
2020-01-30,93.60888747090625,,0.9865692938852877,-0.013430706114712292,91.52392023206646,0.9645952622289939,-0.03540473777100605,-0.04328334484474461,-0.04424800748618039,90.2946893569632,4.503078647585672,98.12254100142768,21.884151747673656,0.9202237165428627,-0.07977628345713733
2020-01-31,92.83393551437987,,0.9836797313316924,-0.016320268668307634,90.70043623357856,0.9610729120935926,-0.03892708790640742,-0.07991691776292631,-0.08329130623703486,89.22018074591385,4.491107255543324,97.06712129258291,23.18442050495817,0.9191596449737439,-0.08084035502625604
2020-02-01,92.40184953792394,,1.0174784907295835,0.017478490729583573,90.95029174923368,1.001494732445209,0.0014947324452089478,-0.04460895051399649,-0.045634546412210784,92.53996558042559,4.527640611536118,96.22918987313855,34.1484582080591,0.961662107957299,-0.03833789204270102
2020-02-02,91.98884272770609,,1.019208414731782,0.019208414731782027,91.16605940199595,1.0100922255918985,0.010092225591898488,-0.04255727698134293,-0.043489379018245414,92.91721488045177,4.531708934147487,95.38499990964672,38.53945683559897,0.9741281644752051,-0.025871835524794905
2020-02-03,91.6556338915365,,0.9984968990458294,-0.0015031009541706412,91.20873865541319,0.9936284202789318,-0.006371579721068175,-0.035296151155810085,-0.03593411713369787,91.07164271331153,4.511646479336355,94.64859687852022,40.628608324225034,0.9622080592510035,-0.037791940748996486
2020-02-04,91.58285999992104,,1.0089281872799654,0.008928187279965335,91.64179976777562,1.0095775008430083,0.009577500843008428,-0.0078093852721384804,-0.007840038212675586,92.45999491877541,4.526776063604156,94.17644303315083,36.29144240944052,0.981774124620833,-0.01822587537916697
2020-02-05,91.29192819921084,,0.9841632208402659,-0.015836779159734183,91.88342016484316,0.9905397389999827,-0.009460261000017286,-0.03116983920828842,-0.03166595511419105,90.42828273125147,4.504557080538365,93.67511301041766,32.49299710361616,0.965339457035882,-0.034660542964117996
2020-02-06,91.22959504522322,,0.9908037153304894,-0.00919628466951058,91.50889834121276,0.9938371031607577,-0.006162896839242302,-0.006827986002927111,-0.006851403355801571,90.66735646227366,4.5071973856387295,93.29012939681382,32.68578710162619,0.9718858473935214,-0.02811415260647867
2020-02-07,90.7722877439888,,0.9655536225144061,-0.03444637748559382,90.37851608598163,0.9613650352232646,-0.038634964776735475,-0.04979479364529338,-0.05107731102447155,87.2653036042961,4.46895294517802,92.7110344492735,31.39334586487682,0.9412612438494901,-0.05873875615050996
2020-02-08,90.15759908726211,,0.9506758582500991,-0.04932414174990087,89.10645951911106,0.9395920115060721,-0.060407988493927915,-0.06765359015490979,-0.070050848970931,84.71135987895862,4.43924971166083,92.08749686639382,29.34647512882202,0.9199007765610465,-0.08009922343895343
2020-02-09,89.61327060368686,,0.9687920878287621,-0.031207912171237823,87.58474143959808,0.9468620434183727,-0.05313795658162731,-0.060283554597919564,-0.062177103052329055,84.85140452121053,4.440901544533342,91.61107903729656,29.312640040941474,0.92621335118939,-0.07378664881060999
2020-02-10,89.30996663529841,,0.9936661963450802,-0.006333803654919767,86.73651310575367,0.9650338513055193,-0.034966148694480705,-0.03399499595861677,-0.03458626461597269,86.18714106202945,4.456520990927351,91.07195107483913,37.1118689986454,0.9463631781777075,-0.05363682182229243
2020-02-11,88.72372786230156,,1.0085994050815847,0.008599405081584636,85.93855738339036,0.976937961680104,-0.023062038319895943,-0.06334979371559746,-0.06544537883871644,86.67757785045714,4.462195232697401,90.56278870011275,36.92949476621542,0.957099257814145,-0.04290074218585509
2020-02-12,88.0905759224596,,1.0091262898414286,0.009126289841428657,85.8026357589376,0.9829166692955662,-0.01708333070443383,-0.0681415107691914,-0.07057431141399705,86.5856954820322,4.46113462273349,90.03970932508284,38.669322085244424,0.9616389938512557,-0.03836100614874423
2020-02-13,87.5949788817542,,1.0003737541168312,0.0003737541168312089,86.08349824439735,0.9831119706359686,-0.016888029364031436,-0.05441837062998012,-0.05595506000419289,86.11567230625742,4.455691419332163,89.62530638664535,38.86211638631532,0.9608410367352354,-0.039158963264764694
2020-02-14,86.71080265889343,,0.9741529328102024,-0.025847067189797523,85.8368638781888,0.9643346633418749,-0.03566533665812511,-0.09562797657922228,-0.10051447291262451,83.61823269016774,4.426261590691531,89.14683132940725,36.12232165588689,0.937983228828283,-0.062016771171717035
2020-02-15,85.89168534569919,,0.9669623538587979,-0.033037646141202075,85.04685758564469,0.9574513443102065,-0.04254865568979349,-0.09058198258930006,-0.09495042537194152,82.23710959930895,4.409606655166423,88.59180677245502,21.764708354237925,0.9282699224154228,-0.07173007758457714
2020-02-16,84.9652593891644,,0.9691772348803775,-0.03082276511962244,83.99196139493844,0.9580750707071598,-0.041924929292840175,-0.10217855606281656,-0.10778406793716398,81.40309689692586,4.3994133177015655,88.09742721719381,19.2159025183102,0.9240121927310786,-0.07598780726892138
2020-02-17,84.55019718743002,,0.9978021373922634,-0.002197862607736575,83.29775861592243,0.9830217356288886,-0.016978264371111388,-0.04756325648237969,-0.048731585191712494,83.11468158695223,4.420221359986307,87.6612424657094,28.572785434666585,0.9481348797841228,-0.051865120215877185
2020-02-18,84.47102341400947,,1.0128058429609197,0.012805842960919696,82.85854858362158,0.9934723027261815,-0.006527697273818504,-0.009346299425917914,-0.009390250147829514,83.91962214475318,4.429859461513,87.3143112506358,26.25564500588129,0.9611210458256016,-0.03887895417439831
2020-02-19,84.10046185385433,,0.9852087073854494,-0.014791292614550556,82.36405982951987,0.9648673399757338,-0.03513266002426617,-0.04367182396639202,-0.044654144468078374,81.1457889196591,4.396247400065264,86.85686622877058,25.21512734984438,0.9342472557774627,-0.06575274422253727
2020-02-20,83.62726472531114,0.018674522696517242,0.9908463277050825,-0.009153672294917472,82.20767186497758,0.9740264738318501,-0.02597352616814985,-0.05490344878740494,-0.0564681861121154,81.45516977659747,4.400052804815235,86.46861568030478,25.494856431625024,0.942020051272207,-0.05797994872779298
2020-02-21,83.05114781628613,0.018672250455335094,0.9854594980216332,-0.014540501978366803,82.11033423763384,0.9742960920804956,-0.025703907919504436,-0.06646665992662593,-0.06877860150864498,80.91640876020716,4.393416631188756,85.88743783929385,30.076451816704292,0.9421215814076547,-0.05787841859234535
2020-02-22,82.37557931919766,0.018535297643885423,0.9800697145744979,-0.019930285425502115,81.45340002247286,0.9690980163163838,-0.030901983683616185,-0.07802310685702951,-0.08123511740665226,79.83001051114738,4.379899505326838,85.23307762082864,33.127729909021355,0.9366083302339784,-0.06339166976602166
2020-02-23,81.83988656088493,0.01787974726685408,0.9992269380305109,-0.0007730619694890782,80.8212245381483,0.9867895486762399,-0.01321045132376005,-0.06220618662856159,-0.06422516930784983,80.75874472313032,4.391466250024313,84.71743272131957,36.58521445835318,0.9532718606899778,-0.04672813931002213
2020-02-24,81.73738737005665,0.01830221314173952,1.0182778055023374,0.018277805502337315,81.11071491059343,1.0104707703459295,0.010470770345929428,-0.012257995359467588,-0.012333744240702289,82.59324078188479,4.413927846450829,84.22409501447503,38.592999279523106,0.9806367259593594,-0.019363274040640675
2020-02-25,81.95297708703313,0.018683041669623784,1.032983856989676,0.03298385698967611,81.6982823090887,1.0297735331743891,0.029773533174389098,0.026215624312056596,0.025877884816230736,84.39300676907386,4.435484539982654,83.92233121636616,43.305237479070406,1.0056084661363163,0.005608466136316224
2020-02-26,82.13510919761198,0.017964837130993627,1.0129568566952003,0.012956856695200213,82.15988415759014,1.0132624016178209,0.013262401617820902,0.022374100927568197,0.02212747267666697,83.22441800271429,4.421540790378232,83.55018429338818,40.734709062494495,0.9961009506630175,-0.0038990493369824557
2020-02-27,82.08890779725847,0.01761274147940051,0.9991326866665574,-0.0008673133334426172,82.7244155720441,1.0068676731276667,0.0068676731276666935,-0.005558753215599732,-0.005574260578691958,82.65266758341721,4.414647099407616,83.31955249234424,40.507535499809535,0.9919960574801658,-0.008003942519834191
2020-02-28,82.01711683192988,0.017697679584114015,0.9998642443728097,-0.00013575562719021693,83.21300912571148,1.0144432736152482,0.014443273615248308,-0.008554729334310118,-0.008591531067525799,83.20171249146723,4.421267930445475,83.24407012296967,48.721735834304624,0.9994911633772848,-0.0005088366227152164
2020-02-29,82.3980731374102,0.01794552255676624,1.0151749305647746,0.015174930564774487,83.685431364227,1.0310356630887174,0.031035663088717327,0.04694714421440915,0.04587844753329264,84.95535197446235,4.4421258475985566,83.24926749563227,58.1555763824353,1.020493687574123,0.02049368757412297
2020-03-01,82.69041000952011,0.01794402801377847,1.0083171568022637,0.008317156802263808,83.68253770995152,1.0204150455655265,0.020415045565526622,0.035889296273236226,0.03526028124857265,84.37853849769654,4.435313086063808,83.15883736741561,59.067193496606805,1.0146671258148066,0.01466712581480659
2020-03-02,83.00538054350586,0.017935151391153942,1.0025669042295673,0.002566904229567358,83.85087692942159,1.0127790939528651,0.012779093952865162,0.03892542177930225,0.03818693069515085,84.06611410006465,4.4316035618839065,83.028264179896,53.16963045372456,1.012499959265919,0.012499959265918905
2020-03-03,83.24760528693328,0.018028739203743385,0.9818727152300759,-0.018127284769924135,83.77079500182245,0.9880435318459782,-0.011956468154021896,0.030342566896391254,0.0298913361658073,82.25225794542148,4.409790841492645,82.81159230306545,44.7951754936603,0.9932456997614901,-0.006754300238509862
2020-03-04,83.19050267458766,0.01770117264885575,0.9641655713841907,-0.03583442861580936,83.16799622346386,0.9639047249580969,-0.03609527504190315,-0.007070765220704711,-0.007095881545557919,80.18771859967424,4.384370368478755,82.5151946177363,46.870727004752624,0.971793364496752,-0.028206635503247982
2020-03-05,83.0662024764587,0.01732401436368333,0.9866976950110192,-0.013302304988980797,82.44697358869043,0.9793422159108599,-0.02065778408914009,-0.01504968166308096,-0.015164077318729218,81.35023880059522,4.398763769132099,82.40179492325767,49.675364098656736,0.9872386745502112,-0.012761325449788818
